pair_id,side,source_record_id,actor_name,source_summary,speaker_marker,turn_start,turn_end,evidence_start,evidence_end,evidence_text,lexical_score,candidate_rank
56076bd074c74d1a,later,138,Caio Vianna,"Os dados são hoje um ativo valioso, e é preciso dar mais condições para a agência desenvolver seu trabalho: ""Muitas vezes a gente faz um cadastro e imediatamente nosso telefone já está tocando com uma outra empresa que a gente não fez o cadastro oferecendo algum tipo de serviço, ou mandando e-mail ou mandando SMS, importunando inclusive o dia-a-dia do cidadão que está trabalhando. Então, isso é uma questão que a gente precisa avançar, precisa ter apoio deste Parlamento para que a ANPD possa desenvolver esse trabalho com cada vez mais eficiência, para que a gente possa proteger os cidadãos brasileiros dessas investidas e proteger os seus dados também.""",O SR. PRESIDENTE(Caio Vianna. Bloco/PSD - RJ),48,3466,2839,3031,"Acho que é de conhecimento de todos que os dados são hoje um dos maiores ativos que nós temos; muitas vezes é até considerado um ativo mais valioso do que o petróleo, do que outrascommodities.",0.2078,3
56076bd074c74d1a,later,138,Caio Vianna,"Os dados são hoje um ativo valioso, e é preciso dar mais condições para a agência desenvolver seu trabalho: ""Muitas vezes a gente faz um cadastro e imediatamente nosso telefone já está tocando com uma outra empresa que a gente não fez o cadastro oferecendo algum tipo de serviço, ou mandando e-mail ou mandando SMS, importunando inclusive o dia-a-dia do cidadão que está trabalhando. Então, isso é uma questão que a gente precisa avançar, precisa ter apoio deste Parlamento para que a ANPD possa desenvolver esse trabalho com cada vez mais eficiência, para que a gente possa proteger os cidadãos brasileiros dessas investidas e proteger os seus dados também.""",O SR. PRESIDENTE(Caio Vianna. Bloco/PSD - RJ),48,3466,1664,1867,"Quando vamos fazer um cadastro, nós autorizamos que a empresa, obviamente, possa utilizar os nossos dados para aquela finalidade, para aquela operação, mas, às vezes, vemos que não é isso o que acontece.",0.1772,4
56076bd074c74d1a,later,138,Caio Vianna,"Os dados são hoje um ativo valioso, e é preciso dar mais condições para a agência desenvolver seu trabalho: ""Muitas vezes a gente faz um cadastro e imediatamente nosso telefone já está tocando com uma outra empresa que a gente não fez o cadastro oferecendo algum tipo de serviço, ou mandando e-mail ou mandando SMS, importunando inclusive o dia-a-dia do cidadão que está trabalhando. Então, isso é uma questão que a gente precisa avançar, precisa ter apoio deste Parlamento para que a ANPD possa desenvolver esse trabalho com cada vez mais eficiência, para que a gente possa proteger os cidadãos brasileiros dessas investidas e proteger os seus dados também.""",O SR. PRESIDENTE(Caio Vianna. Bloco/PSD - RJ),26359,28876,28716,28874,"Eu também não sei quais são ainda, mas me parece que estão faltando mais instrumentos para que vocês consigam ter mais celeridade até para haver esta punição.",0.1519,5
16c67be32f60e074,earlier,91,Danilo Forte,"O debate sobre as contas de luz precisa ser ampliado: ""O problema é grave, mas vejo disposição de todos em buscar soluções, que passarão pelas energias renováveis.""",O SR. PRESIDENTE(Danilo Forte. UNIÃO - CE),136647,140338,136842,136912,Entendo e vejo em todos a preocupação em busca da solução do problema.,0.25,1
16c67be32f60e074,earlier,91,Danilo Forte,"O debate sobre as contas de luz precisa ser ampliado: ""O problema é grave, mas vejo disposição de todos em buscar soluções, que passarão pelas energias renováveis.""",O SR. PRESIDENTE(Danilo Forte. UNIÃO - CE),124148,131879,124180,124246,Agradeço a todos os participantes desta primeira rodada de debate.,0.1667,2
16c67be32f60e074,earlier,91,Danilo Forte,"O debate sobre as contas de luz precisa ser ampliado: ""O problema é grave, mas vejo disposição de todos em buscar soluções, que passarão pelas energias renováveis.""",O SR. PRESIDENTE(Danilo Forte. UNIÃO - CE),136647,140338,136778,136841,"O debate, às vezes, é um pouco ríspido, duro, mas é necessário.",0.1667,3
16c67be32f60e074,earlier,91,Danilo Forte,"O debate sobre as contas de luz precisa ser ampliado: ""O problema é grave, mas vejo disposição de todos em buscar soluções, que passarão pelas energias renováveis.""",O SR. PRESIDENTE(Danilo Forte. UNIÃO - CE),124148,131879,131672,131857,"De antemão, já agradeço a todos que participaram deste debate, inclusive aos Deputados que estão em conjunto conosco, diretamente na Comissão de Minas e Energia na Câmara dos Deputados.",0.1212,4
16c67be32f60e074,earlier,91,Danilo Forte,"O debate sobre as contas de luz precisa ser ampliado: ""O problema é grave, mas vejo disposição de todos em buscar soluções, que passarão pelas energias renováveis.""",O SR. PRESIDENTE(Danilo Forte. UNIÃO - CE),136647,140338,137482,137684,"Isso precisa ser respondido para que possamos construir uma alternativa de equação e para que possamos fortalecer a transição energética, não na busca da dependência, mas na busca da soberania nacional.",0.1212,5
16c67be32f60e074,later,104,Danilo Forte,Já existe consenso entre os parlamentares de que o modelo atual das concessionárias precisa ser mudado.,O SR. DANILO FORTE(Bloco/UNIÃO - CE),117374,120965,118243,118337,Um deles é que o modelo atual das concessionárias de energia no Brasil precisa ser modificado.,0.4706,1
16c67be32f60e074,later,104,Danilo Forte,Já existe consenso entre os parlamentares de que o modelo atual das concessionárias precisa ser mudado.,O SR. DANILO FORTE(Bloco/UNIÃO - CE),117374,120965,118338,118462,O modelo de negócio atual faz com que todas as empresas tenham um reconhecimento negativo por parte da sociedade brasileira.,0.1905,2
16c67be32f60e074,later,104,Danilo Forte,Já existe consenso entre os parlamentares de que o modelo atual das concessionárias precisa ser mudado.,O SR. DANILO FORTE(Bloco/UNIÃO - CE),117374,120965,119145,119185,Há diferença entre incentivo e subsídio.,0.1538,3
16c67be32f60e074,later,104,Danilo Forte,Já existe consenso entre os parlamentares de que o modelo atual das concessionárias precisa ser mudado.,O SR. DANILO FORTE(Bloco/UNIÃO - CE),117374,120965,120245,120284,Esse é um debate que precisa continuar.,0.1538,4
16c67be32f60e074,later,104,Danilo Forte,Já existe consenso entre os parlamentares de que o modelo atual das concessionárias precisa ser mudado.,O SR. DANILO FORTE(Bloco/UNIÃO - CE),117374,120965,119889,119941,O debate precisa ser feito em torno dessas questões.,0.1333,5
e2e808118c9ee9de,earlier,68,Dr. Zacharias Calil,O Ministério da Saúde está 'lavando as mãos' e jogando a responsabilidade para estados e municípios.,O SR. PRESIDENTE(Dr. Zacharias Calil. UNIÃO - GO),53180,53957,53207,53255,Eu acho que o Ministério da Saúde lavou as mãos!,0.4286,1
e2e808118c9ee9de,earlier,68,Dr. Zacharias Calil,O Ministério da Saúde está 'lavando as mãos' e jogando a responsabilidade para estados e municípios.,O SR. PRESIDENTE(Dr. Zacharias Calil. UNIÃO - GO),46102,47110,47044,47108,"Patrícia Peres de Souza, do Ministério da Saúde, por 10 minutos.",0.2667,2
e2e808118c9ee9de,earlier,68,Dr. Zacharias Calil,O Ministério da Saúde está 'lavando as mãos' e jogando a responsabilidade para estados e municípios.,O SR. PRESIDENTE(Dr. Zacharias Calil. UNIÃO - GO),67107,67497,67107,67177,"Eu agradeço muito, Patrícia, a disponibilidade do Ministério da Saúde.",0.2667,3
e2e808118c9ee9de,earlier,68,Dr. Zacharias Calil,O Ministério da Saúde está 'lavando as mãos' e jogando a responsabilidade para estados e municípios.,O SR. PRESIDENTE(Dr. Zacharias Calil. UNIÃO - GO),52,1581,1304,1398,"Ana Patrícia de Paula, Coordenadora-Geral de Atenção Especializada do Ministério da Saúde; Dr.",0.2222,4
e2e808118c9ee9de,earlier,68,Dr. Zacharias Calil,O Ministério da Saúde está 'lavando as mãos' e jogando a responsabilidade para estados e municípios.,O SR. PRESIDENTE(Dr. Zacharias Calil. UNIÃO - GO),12801,13861,13678,13768,Mas realmente é muito importante que o Ministério da Saúde responda a esse questionamento.,0.2222,5
e2e808118c9ee9de,later,60,Dr. Zacharias Calil,"""Com o envelhecimento da população brasileira e no contexto da pandemia de Covid-19, que postergou o tratamento de diversas doenças, é preciso estimular os cuidados com a saúde e com as doenças cardíacas complexas relacionadas à idade.""",O SR. PRESIDENTE(Dr. Zacharias Calil. UNIÃO - GO),69184,70746,70074,70280,"Ao propor ajustes ao SUS, pensando na longevidade da população, entendemos que as doenças valvares cardíacas precisam do atendimento adequado via SUS sobre três pilares: prevenção, diagnóstico e tratamento.",0.2162,1
e2e808118c9ee9de,later,60,Dr. Zacharias Calil,"""Com o envelhecimento da população brasileira e no contexto da pandemia de Covid-19, que postergou o tratamento de diversas doenças, é preciso estimular os cuidados com a saúde e com as doenças cardíacas complexas relacionadas à idade.""",O SR. PRESIDENTE(Dr. Zacharias Calil. UNIÃO - GO),10830,12080,11724,11839,"O próprio SUS, que é essencial para a população, tem que fazer essa promoção da saúde em relação ao envelhecimento.",0.2069,2
e2e808118c9ee9de,later,60,Dr. Zacharias Calil,"""Com o envelhecimento da população brasileira e no contexto da pandemia de Covid-19, que postergou o tratamento de diversas doenças, é preciso estimular os cuidados com a saúde e com as doenças cardíacas complexas relacionadas à idade.""",O SR. PRESIDENTE(Dr. Zacharias Calil. UNIÃO - GO),69184,70746,69420,69538,"É importante divulgarmos essas doenças complexas do coração, que surgem com o envelhecimento e têm pouca visibilidade.",0.2069,3
e2e808118c9ee9de,later,60,Dr. Zacharias Calil,"""Com o envelhecimento da população brasileira e no contexto da pandemia de Covid-19, que postergou o tratamento de diversas doenças, é preciso estimular os cuidados com a saúde e com as doenças cardíacas complexas relacionadas à idade.""",O SR. PRESIDENTE(Dr. Zacharias Calil. UNIÃO - GO),52,1901,1143,1250,"Fernando Silveira, Presidente da Associação Brasileira da Indústria de Tecnologia para Saúde — ABIMED; Dra.",0.1429,4
e2e808118c9ee9de,later,60,Dr. Zacharias Calil,"""Com o envelhecimento da população brasileira e no contexto da pandemia de Covid-19, que postergou o tratamento de diversas doenças, é preciso estimular os cuidados com a saúde e com as doenças cardíacas complexas relacionadas à idade.""",O SR. PRESIDENTE(Dr. Zacharias Calil. UNIÃO - GO),41946,42799,42011,42140,"Realmente, as doenças degenerativas estão aí para que possamos acompanhar, pela própria evolução da nossa idade que vai chegando.",0.1333,5
42af9ecf027d72bc,earlier,200,Erika Kokay,"A adoção da Política Nacional de Saúde Funcional será de extrema importância: ""A CIF é uma ferramenta que pode ajudar na compreensão das necessidades das pessoas com doenças crônicas e na definição de políticas públicas.""",A SRA. PRESIDENTE(Erika Kokay. Bloco/PT - DF),48,1956,260,416,"673, de 2021, que dispõe sobre a Política Nacional de Saúde Funcional, baseada na Classificação Internacional de Funcionalidade, Incapacidade e Saúde — CIF.",0.303,1
42af9ecf027d72bc,earlier,200,Erika Kokay,"A adoção da Política Nacional de Saúde Funcional será de extrema importância: ""A CIF é uma ferramenta que pode ajudar na compreensão das necessidades das pessoas com doenças crônicas e na definição de políticas públicas.""",A SRA. PRESIDENTE(Erika Kokay. Bloco/PT - DF),85124,89400,86270,86541,"Além disso, nós temos o projeto de uma política nacional para as pessoas com fibromialgia e com fadiga crônica; e também um projeto, que foi a pauta desta discussão, para agregarmos a Classificação Internacional de Funcionalidade à Classificação Internacional de Doenças.",0.2,2
42af9ecf027d72bc,earlier,200,Erika Kokay,"A adoção da Política Nacional de Saúde Funcional será de extrema importância: ""A CIF é uma ferramenta que pode ajudar na compreensão das necessidades das pessoas com doenças crônicas e na definição de políticas públicas.""",A SRA. PRESIDENTE(Erika Kokay. Bloco/PT - DF),48,1956,988,1146,"Eu gostaria de convidar, para compor a Mesa, Nadja Waléria Vilela Camara, da CIF Brasil, e Djane da Silva Bento, da Associação Nacional das Pessoas com Lúpus.",0.1622,3
42af9ecf027d72bc,earlier,200,Erika Kokay,"A adoção da Política Nacional de Saúde Funcional será de extrema importância: ""A CIF é uma ferramenta que pode ajudar na compreensão das necessidades das pessoas com doenças crônicas e na definição de políticas públicas.""",A SRA. PRESIDENTE(Erika Kokay. Bloco/PT - DF),85124,89400,88175,88414,"É preciso haver uma política de saúde laboral, é preciso haver uma política no local de trabalho ou trabalho, a ser efetivada tanto na iniciativa pública quanto na iniciativa privada, que considere que há pessoas que vivem com dor crônica.",0.1579,4
42af9ecf027d72bc,earlier,200,Erika Kokay,"A adoção da Política Nacional de Saúde Funcional será de extrema importância: ""A CIF é uma ferramenta que pode ajudar na compreensão das necessidades das pessoas com doenças crônicas e na definição de políticas públicas.""",A SRA. PRESIDENTE(Erika Kokay. Bloco/PT - DF),85124,89400,85887,85954,"Djane da Silva Bento, da Associação Nacional das Pessoas com Lúpus.",0.1481,5
42af9ecf027d72bc,later,127,Erika Kokay,"""Cuidar com a centralidade nas pessoas porque o cuidar não pode ser apropriado pelo mercado, as vezes se cuida mais das mercadorias do que das pessoas e, ao mesmo tempo, se mercantiliza as próprias pessoas.""",A SRA. PRESIDENTE(Erika Kokay. Bloco/PT - DF),58258,59563,58980,59121,"Às vezes, cuida-se mais dos produtos ou das mercadorias do que das próprias pessoas; e, ao mesmo tempo, mercantilizam-se as próprias pessoas.",0.6154,1
42af9ecf027d72bc,later,127,Erika Kokay,"""Cuidar com a centralidade nas pessoas porque o cuidar não pode ser apropriado pelo mercado, as vezes se cuida mais das mercadorias do que das pessoas e, ao mesmo tempo, se mercantiliza as próprias pessoas.""",A SRA. PRESIDENTE(Erika Kokay. Bloco/PT - DF),58258,59563,58926,58979,Também o cuidar não pode ser apropriado pelo mercado.,0.4545,2
42af9ecf027d72bc,later,127,Erika Kokay,"""Cuidar com a centralidade nas pessoas porque o cuidar não pode ser apropriado pelo mercado, as vezes se cuida mais das mercadorias do que das pessoas e, ao mesmo tempo, se mercantiliza as próprias pessoas.""",A SRA. PRESIDENTE(Erika Kokay. Bloco/PT - DF),58258,59563,58787,58925,"Eu me lembro muito de Lula, quando diz que, mais do que administrar, precisamos cuidar — e cuidar com a centralidade nas próprias pessoas.",0.3571,3
42af9ecf027d72bc,later,127,Erika Kokay,"""Cuidar com a centralidade nas pessoas porque o cuidar não pode ser apropriado pelo mercado, as vezes se cuida mais das mercadorias do que das pessoas e, ao mesmo tempo, se mercantiliza as próprias pessoas.""",A SRA. PRESIDENTE(Erika Kokay. Bloco/PT - DF),58258,59563,58577,58642,"Para além disso, o cuidar envolve mais do que o próprio trabalho.",0.1739,4
42af9ecf027d72bc,later,127,Erika Kokay,"""Cuidar com a centralidade nas pessoas porque o cuidar não pode ser apropriado pelo mercado, as vezes se cuida mais das mercadorias do que das pessoas e, ao mesmo tempo, se mercantiliza as próprias pessoas.""",A SRA. PRESIDENTE(Erika Kokay. Bloco/PT - DF),99509,106620,101127,101214,"Porque assim rompe-se a invisibilidade e a solidão, porque muitas vezes há uma solidão.",0.1739,5
3ebdfd5f91baeb30,earlier,53,Erika Kokay,Defendeu a reserva de vagas para pessoas com deficiência em editais de fomento à cultura.,A SRA. PRESIDENTE(Erika Kokay. Bloco/PT - DF),61342,64947,61723,61817,Mas precisamos também ter a incorporação das pessoas com deficiência nas políticas de fomento.,0.3529,1
3ebdfd5f91baeb30,earlier,53,Erika Kokay,Defendeu a reserva de vagas para pessoas com deficiência em editais de fomento à cultura.,A SRA. PRESIDENTE(Erika Kokay. Bloco/PT - DF),61342,64947,63395,63498,Os editais têm que considerar as pessoas com deficiência para que possa haver uma política de inclusão.,0.3529,2
3ebdfd5f91baeb30,earlier,53,Erika Kokay,Defendeu a reserva de vagas para pessoas com deficiência em editais de fomento à cultura.,A SRA. PRESIDENTE(Erika Kokay. Bloco/PT - DF),61342,64947,61846,62046,"Da mesma forma que há vários recortes, que haja também um recorte das pessoas com deficiência para a disputa das políticas de fomento, dos espaços de fomento, que é o que o Luérgio falava aqui do FAC.",0.24,3
3ebdfd5f91baeb30,earlier,53,Erika Kokay,Defendeu a reserva de vagas para pessoas com deficiência em editais de fomento à cultura.,A SRA. PRESIDENTE(Erika Kokay. Bloco/PT - DF),61342,64947,62150,62473,"Então, é importante que possamos trazer como meta o que já foi falado aqui pelo Rafael, para termos não só todas as bibliotecas públicas com acessibilidade, mas também todos os espaços culturais com acessibilidade e que possamos ter cotas para as políticas de fomento, para a disputa de editais das pessoas com deficiência.",0.2162,4
3ebdfd5f91baeb30,earlier,53,Erika Kokay,Defendeu a reserva de vagas para pessoas com deficiência em editais de fomento à cultura.,A SRA. PRESIDENTE(Erika Kokay. Bloco/PT - DF),79332,80973,79597,79753,"Inclusive, eles nos provocaram para que fizéssemos um projeto para assegurar uma cota, em todas as campanhas publicitárias, para as pessoas com deficiência.",0.2,5
3ebdfd5f91baeb30,later,5,Erika Kokay,Sugeriu a criação de uma subcomissão na Comissão de Defesa dos Direitos das Pessoas com Deficiência com esse objetivo.,A SRA. ERIKA KOKAY(Bloco/PT - DF),87456,94451,89973,90271,"Em cada Assembleia Legislativa pode ser que não tenha uma Comissão de Defesa dos Direitos da Pessoa com Deficiência, mas pode haver uma Frente Parlamentar, uma Comissão de Direitos Humanos, enfim, que nós possamos fazer essa rede com foco nas políticas para a defesa dos direitos da pessoa com TEA.",0.2353,1
3ebdfd5f91baeb30,later,5,Erika Kokay,Sugeriu a criação de uma subcomissão na Comissão de Defesa dos Direitos das Pessoas com Deficiência com esse objetivo.,A SRA. ERIKA KOKAY(Bloco/PT - DF),87456,94451,92696,92871,"Então, proponho a criação de uma subcomissão para, com a ajuda da Consultoria da Casa, efetivarmos todas as políticas públicas e implementarmos as leis que já foram aprovadas.",0.16,2
3ebdfd5f91baeb30,later,5,Erika Kokay,Sugeriu a criação de uma subcomissão na Comissão de Defesa dos Direitos das Pessoas com Deficiência com esse objetivo.,A SRA. ERIKA KOKAY(Bloco/PT - DF),87456,94451,94032,94197,"Eu sei que há uma subcomissão ligada à Comissão de Saúde desta Casa que incorporou doenças raras, a trissomia do cromossomo 21 e uma série de outras especificidades.",0.16,3
3ebdfd5f91baeb30,later,5,Erika Kokay,Sugeriu a criação de uma subcomissão na Comissão de Defesa dos Direitos das Pessoas com Deficiência com esse objetivo.,A SRA. ERIKA KOKAY(Bloco/PT - DF),87456,94451,92223,92266,Tem que se assegurar realmente os direitos.,0.1429,4
3ebdfd5f91baeb30,later,5,Erika Kokay,Sugeriu a criação de uma subcomissão na Comissão de Defesa dos Direitos das Pessoas com Deficiência com esse objetivo.,A SRA. ERIKA KOKAY(Bloco/PT - DF),87456,94451,90273,90726,"Assim sendo, que nós possamos fazer esse encontro das Assembleias Legislativas para que vejamos como estão as proposições em cada Unidade da Federação, o que é preciso e possível para que nós possamos disseminar em todos os espaços, em todos os Legislativos Estaduais, e organizar nesta Comissão uma subcomissão para que nós possamos, Fernando, discutir e fazer um observatório sobre como anda a implementação das políticas e das leis que nós aprovamos.",0.1364,5
9b028d8dc263fd18,earlier,197,Gianna Sagazio,Citou o projeto de lei em tramitação no Senado (PLS 226/16) que concede autonomia financeira aos institutos de ciência e tecnologia públicos e dá segurança jurídica para a concessão de bolsas e isenção de impostos de importação para empresas em projetos de pesquisa e desenvolvimento.,A SRA. GIANNA CARDOSO SAGAZIO,62321,69932,67371,67549,"Também é preciso prover segurança jurídica para a concessão de bolsas aos preceptores de residências médicas e profissionais bolsistas de projetos de ensino, pesquisa e extensão.",0.2927,1
9b028d8dc263fd18,earlier,197,Gianna Sagazio,Citou o projeto de lei em tramitação no Senado (PLS 226/16) que concede autonomia financeira aos institutos de ciência e tecnologia públicos e dá segurança jurídica para a concessão de bolsas e isenção de impostos de importação para empresas em projetos de pesquisa e desenvolvimento.,A SRA. GIANNA CARDOSO SAGAZIO,62321,69932,67630,67794,"—, e trazer igualdade para as importações das empresas em projetos de P&D por meio da isenção do Imposto de Importação e do Imposto sobre Produtos Industrializados.",0.2222,2
9b028d8dc263fd18,earlier,197,Gianna Sagazio,Citou o projeto de lei em tramitação no Senado (PLS 226/16) que concede autonomia financeira aos institutos de ciência e tecnologia públicos e dá segurança jurídica para a concessão de bolsas e isenção de impostos de importação para empresas em projetos de pesquisa e desenvolvimento.,A SRA. GIANNA CARDOSO SAGAZIO,62321,69932,66181,66704,"Chegando aos avanços do marco legal — não vou entrar muito em detalhes —, podemos dizer que de fato existe o reconhecimento de que avançamos, principalmente com a maior facilidade de remanejamento dos recursos dentro dos projetos de ciência, tecnologia e inovação, com a possibilidade de uma maior dedicação dos professores a projetos cooperativos, com a isenção ou redução do imposto de importação para as empresas, com a participação minoritária do Estado no capital social das empresas, com a contratação direta de ICTs.",0.1791,3
9b028d8dc263fd18,earlier,197,Gianna Sagazio,Citou o projeto de lei em tramitação no Senado (PLS 226/16) que concede autonomia financeira aos institutos de ciência e tecnologia públicos e dá segurança jurídica para a concessão de bolsas e isenção de impostos de importação para empresas em projetos de pesquisa e desenvolvimento.,A SRA. GIANNA CARDOSO SAGAZIO,62321,69932,68249,68378,"26 da Lei de Inovação, a fim de garantir a inserção dos temas referentes à ciência, tecnologia e inovação na formação dos alunos.",0.1667,4
9b028d8dc263fd18,earlier,197,Gianna Sagazio,Citou o projeto de lei em tramitação no Senado (PLS 226/16) que concede autonomia financeira aos institutos de ciência e tecnologia públicos e dá segurança jurídica para a concessão de bolsas e isenção de impostos de importação para empresas em projetos de pesquisa e desenvolvimento.,A SRA. GIANNA CARDOSO SAGAZIO,62321,69932,68081,68200,"Essa é mais uma questão de segurança jurídica, para que as ICTs possam ter participação no capital social das empresas.",0.1622,5
9b028d8dc263fd18,later,184,Gianna Sagazio,"Solicitou que as empresas possam usar o excedente de recursos destinados à pesquisa tecnológica em anos posteriores para cumprimento da legislação: ""A gente está falando do único instrumento fiscal que o Brasil tem para apoiar as empresas a inovar""",A SRA. GIANNA CARDOSO SAGAZIO,40041,49753,42541,42637,Estamos falando do único instrumento fiscal que o Brasil tem para apoiar as empresas a inovarem.,0.4848,1
9b028d8dc263fd18,later,184,Gianna Sagazio,"Solicitou que as empresas possam usar o excedente de recursos destinados à pesquisa tecnológica em anos posteriores para cumprimento da legislação: ""A gente está falando do único instrumento fiscal que o Brasil tem para apoiar as empresas a inovar""",A SRA. GIANNA CARDOSO SAGAZIO,40041,49753,42747,42854,"Então, nós, setor empresarial, consideramos a Lei do Bem o principal instrumento para as empresas inovarem.",0.1212,2
9b028d8dc263fd18,later,184,Gianna Sagazio,"Solicitou que as empresas possam usar o excedente de recursos destinados à pesquisa tecnológica em anos posteriores para cumprimento da legislação: ""A gente está falando do único instrumento fiscal que o Brasil tem para apoiar as empresas a inovar""",A SRA. GIANNA CARDOSO SAGAZIO,98068,99566,98688,98789,"Os gastos com pesquisa científica e inovação tecnológica ficam em 13º lugar, com apenas 1,57% do PIB.",0.1212,3
9b028d8dc263fd18,later,184,Gianna Sagazio,"Solicitou que as empresas possam usar o excedente de recursos destinados à pesquisa tecnológica em anos posteriores para cumprimento da legislação: ""A gente está falando do único instrumento fiscal que o Brasil tem para apoiar as empresas a inovar""",A SRA. GIANNA CARDOSO SAGAZIO,40041,49753,41987,42337,"A fragmentação do sistema de educação e pesquisa e do sistema de produção e inovação e a ineficiência, muitas vezes, dos subsistemas de política e regulação, isso requer importantes reformas relacionadas à tributação, à regulação das empresas e à política macroeconômica, que não tem, algumas vezes, uma visão de longo prazo desvinculada da inovação.",0.12,4
9b028d8dc263fd18,later,184,Gianna Sagazio,"Solicitou que as empresas possam usar o excedente de recursos destinados à pesquisa tecnológica em anos posteriores para cumprimento da legislação: ""A gente está falando do único instrumento fiscal que o Brasil tem para apoiar as empresas a inovar""",A SRA. GIANNA CARDOSO SAGAZIO,40041,49753,45875,45991,Aqui são as políticas de incentivo à cooperação entre as empresas para apoiar a inovação de maior risco tecnológico.,0.1143,5
982501e57fbbcdcc,earlier,118,Gilson Daniel,"Quer a derrubada do veto presidencial a artigo da Lei 14.691/23 que destinava 5% de multas por crimes ambientais e de acordos judiciais de reparação de danos socioambientais para o Fundo Nacional para Calamidades Públicas, Proteção e Defesa Civil: ""Nós trabalhamos muito bem na pronta resposta, mas realmente precisamos trabalhar na prevenção. Muitos desses acidentes e desastres poderiam ter sido evitados. A prevenção tem muito menos custo para o poder público.""",O SR. GILSON DANIEL(Bloco/PODE - ES),18274,26181,19855,19975,"Nós trabalhamos muito bem na pronta resposta, mas precisamos sair da pronta resposta e realmente trabalhar na prevenção.",0.3509,1
982501e57fbbcdcc,earlier,118,Gilson Daniel,"Quer a derrubada do veto presidencial a artigo da Lei 14.691/23 que destinava 5% de multas por crimes ambientais e de acordos judiciais de reparação de danos socioambientais para o Fundo Nacional para Calamidades Públicas, Proteção e Defesa Civil: ""Nós trabalhamos muito bem na pronta resposta, mas realmente precisamos trabalhar na prevenção. Muitos desses acidentes e desastres poderiam ter sido evitados. A prevenção tem muito menos custo para o poder público.""",O SR. GILSON DANIEL(Bloco/PODE - ES),18274,26181,19977,20103,"Muitos desses acidentes, desses desastres que aconteceram poderiam ter sido evitados se nós tivéssemos investido na prevenção.",0.3103,2
982501e57fbbcdcc,earlier,118,Gilson Daniel,"Quer a derrubada do veto presidencial a artigo da Lei 14.691/23 que destinava 5% de multas por crimes ambientais e de acordos judiciais de reparação de danos socioambientais para o Fundo Nacional para Calamidades Públicas, Proteção e Defesa Civil: ""Nós trabalhamos muito bem na pronta resposta, mas realmente precisamos trabalhar na prevenção. Muitos desses acidentes e desastres poderiam ter sido evitados. A prevenção tem muito menos custo para o poder público.""",O SR. GILSON DANIEL(Bloco/PODE - ES),18274,26181,20104,20220,"A prevenção tem muito menos custo, ou seja, é muito mais barato para o poder público investir recursos na prevenção.",0.2414,3
982501e57fbbcdcc,earlier,118,Gilson Daniel,"Quer a derrubada do veto presidencial a artigo da Lei 14.691/23 que destinava 5% de multas por crimes ambientais e de acordos judiciais de reparação de danos socioambientais para o Fundo Nacional para Calamidades Públicas, Proteção e Defesa Civil: ""Nós trabalhamos muito bem na pronta resposta, mas realmente precisamos trabalhar na prevenção. Muitos desses acidentes e desastres poderiam ter sido evitados. A prevenção tem muito menos custo para o poder público.""",O SR. GILSON DANIEL(Bloco/PODE - ES),18274,26181,22594,23006,"Quando tive a oportunidade de assumir aqui como Deputado Federal, o meu primeiro projeto foi para pegar parte desses recursos e destiná-la realmente à política pública na prevenção de desastres, na pronta resposta, no atendimento às vítimas, no atendimento à população, no atendimento aos Municípios, que é o Fundo para Calamidades Públicas, gerenciado pelo Governo Federal, por meio do Ministério da Integração.",0.2195,4
982501e57fbbcdcc,earlier,118,Gilson Daniel,"Quer a derrubada do veto presidencial a artigo da Lei 14.691/23 que destinava 5% de multas por crimes ambientais e de acordos judiciais de reparação de danos socioambientais para o Fundo Nacional para Calamidades Públicas, Proteção e Defesa Civil: ""Nós trabalhamos muito bem na pronta resposta, mas realmente precisamos trabalhar na prevenção. Muitos desses acidentes e desastres poderiam ter sido evitados. A prevenção tem muito menos custo para o poder público.""",O SR. GILSON DANIEL(Bloco/PODE - ES),18274,26181,18455,18510,"Wolnei, Secretário Nacional de Proteção e Defesa Civil.",0.1538,5
982501e57fbbcdcc,later,107,Gilson Daniel,"Ressaltou que o Fundo Nacional de Calamidade Pública foi criado em 1969, mas nunca contou com fonte própria de recursos. Até hoje as emergências são atendidas por meio de medidas provisórias.",O SR. PRESIDENTE(Gilson Daniel. Bloco/PODE - ES),110760,113016,111867,112026,"Eu trabalhei fortemente pelo financiamento, para colocar recursos no Fundo de Calamidade Pública, que foi criado em 1969, mas nunca foi abastecido de recursos.",0.5,1
982501e57fbbcdcc,later,107,Gilson Daniel,"Ressaltou que o Fundo Nacional de Calamidade Pública foi criado em 1969, mas nunca contou com fonte própria de recursos. Até hoje as emergências são atendidas por meio de medidas provisórias.",O SR. PRESIDENTE(Gilson Daniel. Bloco/PODE - ES),3249,9881,4071,4292,"Hoje o Ministro Waldez esteve na Comissão de Integração Nacional e Desenvolvimento Regional e falou muito das alterações legislativas necessárias, que precisam ser feitas, principalmente no FUNCAP, que foi criado em 1969.",0.2326,2
